time,sex,age,geo,isced97,day,day_flag,mth,mth_flag,week,week_flag,lt1m,lt1m_flag,nvr_occ,nvr_occ_flag,nbinge,nbinge_flag,serialid
2008,Total,Total,Belgium,All ISCED 1997 levels,1.2,Low reliability,9.4,Low reliability,6.5,Low reliability,16.2,Low reliability,39.6,Low reliability,27.2,Low reliability,756
2008,Total,Total,Bulgaria,"Pre-primary, primary and lower secondary education (levels 0-2)",0.2,,2.2,,1.1,,6.8,,73.1,,16.7,,757
2008,Total,Total,Bulgaria,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.2,,3.0,,0.8,,11.6,,60.9,,23.5,,758
2008,Total,Total,Bulgaria,First and second stage of tertiary education (levels 5 and 6),0.2,,1.5,,0.3,,9.1,,64.1,,24.8,,759
2008,Total,Total,Bulgaria,All ISCED 1997 levels,0.2,,2.5,,0.8,,9.6,,65.4,,21.5,,760
2008,Total,Total,Cyprus,"Pre-primary, primary and lower secondary education (levels 0-2)",0.1,,0.8,,0.9,,3.9,,70.4,,24.0,,761
2008,Total,Total,Cyprus,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.1,,2.4,,0.8,,8.3,,58.4,,30.0,,762
2008,Total,Total,Cyprus,First and second stage of tertiary education (levels 5 and 6),0.1,,1.9,,0.3,,8.2,,51.6,,37.9,,763
2008,Total,Total,Cyprus,All ISCED 1997 levels,0.1,,1.6,,0.7,,6.6,,61.4,,29.5,,764
2008,Total,Total,Czech Republic,"Pre-primary, primary and lower secondary education (levels 0-2)",0.4,,5.3,,4.3,,12.5,,63.4,,14.1,,765
2008,Total,Total,Czech Republic,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2.1,,10.3,,6.2,,18.8,,45.7,,16.8,,766
2008,Total,Total,Czech Republic,First and second stage of tertiary education (levels 5 and 6),0.9,,10.4,,5.0,,28.8,,26.8,,28.1,,767
2008,Total,Total,Czech Republic,All ISCED 1997 levels,1.7,,9.5,,5.8,,18.9,,46.6,,17.7,,768
2008,Total,Total,Greece,"Pre-primary, primary and lower secondary education (levels 0-2)",0.3,,1.4,,0.6,,7.5,,62.3,,27.9,,769
2008,Total,Total,Greece,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.3,,2.0,,1.1,,12.5,,47.4,,36.7,,770
2008,Total,Total,Greece,First and second stage of tertiary education (levels 5 and 6),0.2,,1.9,,0.8,,12.2,,42.7,,42.2,,771
2008,Total,Total,Greece,All ISCED 1997 levels,0.3,,1.7,,0.8,,10.3,,52.7,,34.2,,772
2008,Total,Total,Spain,"Pre-primary, primary and lower secondary education (levels 0-2)",0.3,,1.1,,1.7,,4.6,,64.6,,27.7,,773
2008,Total,Total,Spain,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.4,,2.3,,2.3,,7.2,,54.4,,33.5,,774
2008,Total,Total,Spain,First and second stage of tertiary education (levels 5 and 6),0.2,,2.5,,1.6,,8.8,,46.5,,40.4,,775
2008,Total,Total,Spain,All ISCED 1997 levels,0.3,,1.7,,1.8,,6.2,,58.0,,32.0,,776
2008,Total,Total,Hungary,"Pre-primary, primary and lower secondary education (levels 0-2)",0.4,,2.3,,2.6,,4.6,,75.3,,14.9,,777
2008,Total,Total,Hungary,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.2,,4.0,,4.0,,9.2,,61.4,,21.3,,778
2008,Total,Total,Hungary,First and second stage of tertiary education (levels 5 and 6),0.1,,4.0,,1.5,,8.8,,55.9,,29.8,,779
2008,Total,Total,Hungary,All ISCED 1997 levels,0.3,,3.5,,3.1,,7.9,,64.1,,21.1,,780
2008,Total,Total,Latvia,"Pre-primary, primary and lower secondary education (levels 0-2)",1.1,,7.1,,4.7,,5.8,,74.5,,6.9,,781
2008,Total,Total,Latvia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.6,,8.5,,4.3,,10.5,,64.7,,11.5,,782
2008,Total,Total,Latvia,First and second stage of tertiary education (levels 5 and 6),0.1,,5.8,,2.7,,9.5,,64.5,,17.3,,783
2008,Total,Total,Latvia,All ISCED 1997 levels,0.6,,7.6,,4.1,,8.9,,67.6,,11.3,,784
2008,Total,Total,Malta,"Pre-primary, primary and lower secondary education (levels 0-2)",0.6,,1.7,,2.3,,5.4,,76.2,,13.8,,785
2008,Total,Total,Malta,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.4,,6.7,,7.4,,13.0,,55.4,,17.2,,786
2008,Total,Total,Malta,First and second stage of tertiary education (levels 5 and 6),0.2,,7.0,,6.0,,19.3,,42.4,,25.1,,787
2008,Total,Total,Malta,All ISCED 1997 levels,0.5,,5.1,,5.5,,11.4,,60.4,,17.2,,788
2008,Total,Total,Romania,"Pre-primary, primary and lower secondary education (levels 0-2)",0.4,,3.1,,2.2,,8.3,,75.9,,10.1,,789
2008,Total,Total,Romania,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.4,,4.5,,2.3,,13.9,,65.6,,13.4,,790
2008,Total,Total,Romania,First and second stage of tertiary education (levels 5 and 6),0.1,,3.1,,1.2,,10.3,,68.3,,17.0,,791
2008,Total,Total,Romania,All ISCED 1997 levels,0.4,,3.8,,2.1,,11.6,,69.5,,12.6,,792
2008,Total,Total,Slovenia,"Pre-primary, primary and lower secondary education (levels 0-2)",0.8,,5.6,,2.6,,13.1,,61.9,,16.0,,793
2008,Total,Total,Slovenia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.3,,8.5,,2.3,,16.5,,55.8,,16.6,,794
2008,Total,Total,Slovenia,First and second stage of tertiary education (levels 5 and 6),,,7.6,,2.2,,16.9,,43.5,,29.9,,795
2008,Total,Total,Slovenia,All ISCED 1997 levels,0.5,,6.9,,2.5,,14.8,,57.9,,17.5,,796
2008,Total,Total,Slovakia,"Pre-primary, primary and lower secondary education (levels 0-2)",0.1,,3.2,,1.1,,6.7,,81.8,,7.1,,797
2008,Total,Total,Slovakia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.3,,5.6,,2.0,,17.3,,59.8,,15.0,,798
2008,Total,Total,Slovakia,First and second stage of tertiary education (levels 5 and 6),,,4.2,,1.3,,15.3,,57.0,,22.2,,799
2008,Total,Total,Slovakia,All ISCED 1997 levels,0.2,,5.0,,1.7,,15.3,,62.7,,15.1,,800
2008,Total,From 15 to 24 years,Belgium,"Pre-primary, primary and lower secondary education (levels 0-2)",5.2,Low reliability,6.8,Low reliability,26.1,Low reliability,13.3,Low reliability,46.6,Low reliability,2.0,Low reliability,801
2008,Total,From 15 to 24 years,Belgium,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.1,,13.6,,16.4,,11.5,,50.5,,7.9,,802
2008,Total,From 15 to 24 years,Belgium,First and second stage of tertiary education (levels 5 and 6),,,20.8,,9.5,,22.1,,38.0,,9.6,,803
2008,Total,From 15 to 24 years,Belgium,All ISCED 1997 levels,1.0,,14.0,,16.7,,14.4,,46.8,,7.1,,804
2008,Total,From 15 to 24 years,Bulgaria,"Pre-primary, primary and lower secondary education (levels 0-2)",,,0.7,,0.6,,1.6,,86.9,,10.1,,805
2008,Total,From 15 to 24 years,Bulgaria,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,2.2,,0.3,,7.3,,72.4,,17.9,,806
2008,Total,From 15 to 24 years,Bulgaria,First and second stage of tertiary education (levels 5 and 6),,,4.9,Low reliability,4.7,Low reliability,,,71.3,Low reliability,19.1,Low reliability,807
2008,Total,From 15 to 24 years,Bulgaria,All ISCED 1997 levels,,,1.6,,0.6,,4.4,,79.1,,14.3,,808
2008,Total,From 15 to 24 years,Cyprus,"Pre-primary, primary and lower secondary education (levels 0-2)",,,0.6,,0.7,,2.7,,80.9,,15.2,,809
2008,Total,From 15 to 24 years,Cyprus,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,2.2,Low reliability,1.1,Low reliability,10.1,Low reliability,58.7,Low reliability,28.0,Low reliability,810
2008,Total,From 15 to 24 years,Cyprus,First and second stage of tertiary education (levels 5 and 6),,,2.5,,,,14.3,,46.3,,36.9,,811
2008,Total,From 15 to 24 years,Cyprus,All ISCED 1997 levels,,,1.6,,0.8,,7.6,,66.1,,23.9,,812
2008,Total,From 15 to 24 years,Czech Republic,"Pre-primary, primary and lower secondary education (levels 0-2)",,,4.0,,6.2,,18.1,,63.2,,8.5,,813
2008,Total,From 15 to 24 years,Czech Republic,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,16.1,,10.1,,23.5,,44.0,,6.3,,814
2008,Total,From 15 to 24 years,Czech Republic,All ISCED 1997 levels,,,11.3,,8.5,,21.4,,50.2,,8.6,,815
2008,Total,From 15 to 24 years,Greece,"Pre-primary, primary and lower secondary education (levels 0-2)",,,0.2,,,,4.8,,76.1,,19.0,,816
2008,Total,From 15 to 24 years,Greece,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,5.2,,0.5,,14.6,,37.3,,42.4,,817
2008,Total,From 15 to 24 years,Greece,First and second stage of tertiary education (levels 5 and 6),,,5.9,,0.4,,6.7,,48.2,,38.9,,818
2008,Total,From 15 to 24 years,Greece,All ISCED 1997 levels,,,3.5,,0.3,,10.1,,52.5,,33.6,,819
2008,Total,From 15 to 24 years,Spain,"Pre-primary, primary and lower secondary education (levels 0-2)",0.0,,3.0,,4.5,,8.1,,65.5,,18.9,,820
2008,Total,From 15 to 24 years,Spain,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.2,,4.2,,5.5,,13.8,,52.7,,23.6,,821
2008,Total,From 15 to 24 years,Spain,First and second stage of tertiary education (levels 5 and 6),,,6.7,,2.3,,15.8,,45.1,,30.1,,822
2008,Total,From 15 to 24 years,Spain,All ISCED 1997 levels,0.1,,3.8,,4.6,,10.8,,59.0,,21.7,,823
2008,Total,From 15 to 24 years,Hungary,"Pre-primary, primary and lower secondary education (levels 0-2)",0.2,,4.6,,2.7,,6.9,,78.0,,7.6,,824
2008,Total,From 15 to 24 years,Hungary,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.2,,5.7,,5.3,,10.4,,62.2,,16.2,,825
2008,Total,From 15 to 24 years,Hungary,First and second stage of tertiary education (levels 5 and 6),,,13.3,Low reliability,2.1,Low reliability,12.2,Low reliability,65.2,Low reliability,7.2,Low reliability,826
2008,Total,From 15 to 24 years,Hungary,All ISCED 1997 levels,0.2,,5.7,,4.0,,9.0,,69.4,,11.9,,827
2008,Total,From 15 to 24 years,Latvia,"Pre-primary, primary and lower secondary education (levels 0-2)",0.2,,5.5,,2.0,,5.4,,80.3,,6.6,,828
2008,Total,From 15 to 24 years,Latvia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.3,,7.0,,4.2,,10.7,,62.8,,15.1,,829
2008,Total,From 15 to 24 years,Latvia,First and second stage of tertiary education (levels 5 and 6),,,9.1,,1.3,,12.1,,65.1,,12.3,,830
2008,Total,From 15 to 24 years,Latvia,All ISCED 1997 levels,0.2,,6.4,,2.9,,8.3,,71.4,,10.8,,831
2008,Total,From 15 to 24 years,Malta,"Pre-primary, primary and lower secondary education (levels 0-2)",,,3.6,Low reliability,3.6,Low reliability,3.6,Low reliability,78.6,Low reliability,10.7,Low reliability,832
2008,Total,From 15 to 24 years,Malta,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.7,,11.3,,11.8,,18.0,,44.3,,13.9,,833
2008,Total,From 15 to 24 years,Malta,First and second stage of tertiary education (levels 5 and 6),,,7.2,,17.5,,17.5,,38.1,,19.6,,834
2008,Total,From 15 to 24 years,Malta,All ISCED 1997 levels,0.5,,10.2,,12.4,,17.2,,45.0,,14.7,,835
2008,Total,From 15 to 24 years,Romania,"Pre-primary, primary and lower secondary education (levels 0-2)",,,1.0,,0.8,,4.1,,89.7,,4.5,,836
2008,Total,From 15 to 24 years,Romania,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.1,,2.4,,0.9,,8.3,,79.0,,9.4,,837
2008,Total,From 15 to 24 years,Romania,First and second stage of tertiary education (levels 5 and 6),,,2.4,,3.4,,2.1,,79.5,,12.6,,838
2008,Total,From 15 to 24 years,Romania,All ISCED 1997 levels,0.0,,1.7,,0.9,,5.9,,84.3,,7.1,,839
2008,Total,From 15 to 24 years,Slovenia,"Pre-primary, primary and lower secondary education (levels 0-2)",1.6,,5.1,,6.0,,11.0,,62.7,,13.6,,840
2008,Total,From 15 to 24 years,Slovenia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,11.8,,6.0,,19.9,,54.4,,8.0,,841
2008,Total,From 15 to 24 years,Slovenia,All ISCED 1997 levels,0.9,,8.3,,5.9,,15.1,,58.4,,11.5,,842
2008,Total,From 15 to 24 years,Slovakia,"Pre-primary, primary and lower secondary education (levels 0-2)",,,3.3,,0.6,,9.5,,81.0,,5.6,,843
2008,Total,From 15 to 24 years,Slovakia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,5.8,,2.4,,16.5,,62.7,,12.5,,844
2008,Total,From 15 to 24 years,Slovakia,First and second stage of tertiary education (levels 5 and 6),,,3.7,,1.4,,11.1,,67.8,,16.1,,845
2008,Total,From 15 to 24 years,Slovakia,All ISCED 1997 levels,,,4.6,,1.6,,13.2,,70.5,,10.2,,846
2008,Total,From 25 to 34 years,Belgium,"Pre-primary, primary and lower secondary education (levels 0-2)",1.1,Low reliability,5.2,Low reliability,5.1,Low reliability,11.3,Low reliability,66.7,Low reliability,10.7,Low reliability,847
2008,Total,From 25 to 34 years,Belgium,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1.1,Low reliability,13.6,Low reliability,5.5,Low reliability,20.1,Low reliability,46.5,Low reliability,13.2,Low reliability,848
2008,Total,From 25 to 34 years,Belgium,First and second stage of tertiary education (levels 5 and 6),0.1,,14.5,,7.8,,23.4,,33.0,,21.3,,849
2008,Total,From 25 to 34 years,Belgium,All ISCED 1997 levels,0.7,,12.8,,6.5,,20.4,,43.0,,16.6,,850
2008,Total,From 25 to 34 years,Bulgaria,"Pre-primary, primary and lower secondary education (levels 0-2)",,,3.4,,0.7,,9.8,,64.2,,21.9,,851
2008,Total,From 25 to 34 years,Bulgaria,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,2.6,,0.9,,13.2,,60.6,,22.7,,852
2008,Total,From 25 to 34 years,Bulgaria,First and second stage of tertiary education (levels 5 and 6),,,,,0.6,,8.2,,68.3,,22.8,,853
2008,Total,From 25 to 34 years,Bulgaria,All ISCED 1997 levels,,,2.1,,0.8,,11.2,,63.3,,22.5,,854
2008,Total,From 25 to 34 years,Cyprus,"Pre-primary, primary and lower secondary education (levels 0-2)",0.7,,3.0,,1.0,,10.2,,59.1,,26.0,,855
2008,Total,From 25 to 34 years,Cyprus,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,5.4,,0.8,,13.0,,55.9,,24.8,,856
2008,Total,From 25 to 34 years,Cyprus,First and second stage of tertiary education (levels 5 and 6),,,2.6,,0.3,,8.8,,48.7,,39.6,,857
2008,Total,From 25 to 34 years,Cyprus,All ISCED 1997 levels,0.1,,3.8,,0.6,,10.8,,53.3,,31.4,,858
2008,Total,From 25 to 34 years,Czech Republic,"Pre-primary, primary and lower secondary education (levels 0-2)",,,9.7,Low reliability,2.2,Low reliability,23.9,Low reliability,52.7,Low reliability,11.6,Low reliability,859
2008,Total,From 25 to 34 years,Czech Republic,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2.8,,12.8,,6.1,,18.5,,47.6,,12.3,,860
2008,Total,From 25 to 34 years,Czech Republic,First and second stage of tertiary education (levels 5 and 6),2.4,,4.6,,9.7,,32.2,,32.5,,18.7,,861
2008,Total,From 25 to 34 years,Czech Republic,All ISCED 1997 levels,2.6,,10.9,,6.6,,21.7,,44.7,,13.6,,862
2008,Total,From 25 to 34 years,Greece,"Pre-primary, primary and lower secondary education (levels 0-2)",0.2,,1.5,,1.0,,15.9,,47.6,,33.9,,863
2008,Total,From 25 to 34 years,Greece,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,2.0,,2.1,,14.1,,44.4,,37.4,,864
2008,Total,From 25 to 34 years,Greece,First and second stage of tertiary education (levels 5 and 6),0.2,,2.9,,0.8,,16.4,,39.8,,40.0,,865
2008,Total,From 25 to 34 years,Greece,All ISCED 1997 levels,0.1,,2.2,,1.5,,15.2,,43.5,,37.6,,866
2008,Total,From 25 to 34 years,Spain,"Pre-primary, primary and lower secondary education (levels 0-2)",,,2.0,,2.1,,8.6,,65.4,,21.8,,867
2008,Total,From 25 to 34 years,Spain,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.2,,3.5,,2.7,,8.7,,61.1,,23.8,,868
2008,Total,From 25 to 34 years,Spain,First and second stage of tertiary education (levels 5 and 6),0.1,,3.7,,2.7,,12.6,,50.2,,30.8,,869
2008,Total,From 25 to 34 years,Spain,All ISCED 1997 levels,0.1,,3.1,,2.5,,10.1,,58.5,,25.7,,870
2008,Total,From 25 to 34 years,Hungary,"Pre-primary, primary and lower secondary education (levels 0-2)",,,3.4,,2.6,,5.7,,72.0,,16.3,,871
2008,Total,From 25 to 34 years,Hungary,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,5.8,,2.4,,9.5,,68.4,,13.9,,872
2008,Total,From 25 to 34 years,Hungary,First and second stage of tertiary education (levels 5 and 6),,,5.0,,1.6,,8.7,,61.8,,23.0,,873
2008,Total,From 25 to 34 years,Hungary,All ISCED 1997 levels,,,5.3,,2.2,,8.8,,66.9,,16.8,,874
2008,Total,From 25 to 34 years,Latvia,"Pre-primary, primary and lower secondary education (levels 0-2)",2.6,,13.5,,7.5,,8.9,,57.3,,10.1,,875
2008,Total,From 25 to 34 years,Latvia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.7,,13.8,,5.2,,14.3,,52.2,,13.7,,876
2008,Total,From 25 to 34 years,Latvia,First and second stage of tertiary education (levels 5 and 6),,,6.9,,4.1,,13.3,,57.8,,17.9,,877
2008,Total,From 25 to 34 years,Latvia,All ISCED 1997 levels,0.9,,11.7,,5.4,,12.9,,55.0,,14.2,,878
2008,Total,From 25 to 34 years,Malta,"Pre-primary, primary and lower secondary education (levels 0-2)",,,11.1,Low reliability,7.4,Low reliability,3.7,Low reliability,66.7,Low reliability,11.1,Low reliability,879
2008,Total,From 25 to 34 years,Malta,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.3,,9.6,,8.7,,12.4,,57.0,,12.1,,880
2008,Total,From 25 to 34 years,Malta,First and second stage of tertiary education (levels 5 and 6),,,8.0,,4.7,,24.7,,42.7,,20.0,,881
2008,Total,From 25 to 34 years,Malta,All ISCED 1997 levels,0.2,,9.2,,7.5,,15.4,,53.5,,14.3,,882
2008,Total,From 25 to 34 years,Romania,"Pre-primary, primary and lower secondary education (levels 0-2)",0.5,,5.6,,4.2,,12.0,,62.8,,14.9,,883
2008,Total,From 25 to 34 years,Romania,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.2,,3.8,,2.5,,14.1,,65.5,,13.9,,884
2008,Total,From 25 to 34 years,Romania,First and second stage of tertiary education (levels 5 and 6),,,2.4,,0.6,,10.9,,70.5,,15.6,,885
2008,Total,From 25 to 34 years,Romania,All ISCED 1997 levels,0.2,,3.8,,2.4,,13.1,,66.0,,14.5,,886
2008,Total,From 25 to 34 years,Slovenia,"Pre-primary, primary and lower secondary education (levels 0-2)",1.3,,9.9,,4.8,,18.2,,64.7,,1.1,,887
2008,Total,From 25 to 34 years,Slovenia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,8.4,,4.4,,15.2,,61.3,,10.7,,888
2008,Total,From 25 to 34 years,Slovenia,First and second stage of tertiary education (levels 5 and 6),,,9.0,,5.4,,24.1,,34.8,,26.7,,889
2008,Total,From 25 to 34 years,Slovenia,All ISCED 1997 levels,0.4,,9.0,,4.7,,17.6,,58.2,,10.2,,890
2008,Total,From 25 to 34 years,Slovakia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,6.8,,1.4,,18.9,,58.3,,14.6,,891
2008,Total,From 25 to 34 years,Slovakia,First and second stage of tertiary education (levels 5 and 6),,,7.9,,1.0,,15.6,,56.1,,19.4,,892
2008,Total,From 25 to 34 years,Slovakia,All ISCED 1997 levels,,,7.2,,1.3,,17.7,,57.9,,15.8,,893
2008,Total,From 35 to 44 years,Belgium,"Pre-primary, primary and lower secondary education (levels 0-2)",1.1,Low reliability,11.4,Low reliability,6.9,Low reliability,12.7,Low reliability,53.8,Low reliability,14.2,Low reliability,894
2008,Total,From 35 to 44 years,Belgium,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.9,,10.7,,8.9,,19.9,,44.5,,15.2,,895
2008,Total,From 35 to 44 years,Belgium,First and second stage of tertiary education (levels 5 and 6),0.5,,11.5,,4.2,,18.9,,32.7,,32.2,,896
2008,Total,From 35 to 44 years,Belgium,All ISCED 1997 levels,0.8,,11.2,,6.4,,18.2,,40.6,,22.8,,897
2008,Total,From 35 to 44 years,Bulgaria,"Pre-primary, primary and lower secondary education (levels 0-2)",,,5.3,,3.6,,15.8,,60.6,,14.6,,898
2008,Total,From 35 to 44 years,Bulgaria,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.2,,5.2,,1.5,,13.2,,52.2,,27.7,,899
2008,Total,From 35 to 44 years,Bulgaria,First and second stage of tertiary education (levels 5 and 6),,,1.3,,,,8.2,,61.0,,29.6,,900
2008,Total,From 35 to 44 years,Bulgaria,All ISCED 1997 levels,0.1,,4.3,,1.5,,12.4,,55.5,,26.2,,901
2008,Total,From 35 to 44 years,Cyprus,"Pre-primary, primary and lower secondary education (levels 0-2)",,,1.2,,1.2,,6.9,,61.4,,29.3,,902
2008,Total,From 35 to 44 years,Cyprus,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.2,,1.8,,1.0,,7.9,,61.7,,27.5,,903
2008,Total,From 35 to 44 years,Cyprus,First and second stage of tertiary education (levels 5 and 6),0.5,,1.1,,0.4,,7.2,,56.7,,34.2,,904
2008,Total,From 35 to 44 years,Cyprus,All ISCED 1997 levels,0.3,,1.4,,0.8,,7.5,,60.1,,29.8,,905
2008,Total,From 35 to 44 years,Czech Republic,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1.7,,14.3,,6.6,,20.8,,43.8,,12.7,,906
2008,Total,From 35 to 44 years,Czech Republic,First and second stage of tertiary education (levels 5 and 6),,,19.2,Low reliability,,,32.8,Low reliability,22.2,Low reliability,25.9,Low reliability,907
2008,Total,From 35 to 44 years,Czech Republic,All ISCED 1997 levels,1.4,,14.6,,5.9,,21.5,,41.8,,14.9,,908
2008,Total,From 35 to 44 years,Greece,"Pre-primary, primary and lower secondary education (levels 0-2)",0.5,,3.9,,0.7,,14.8,,45.4,,34.7,,909
2008,Total,From 35 to 44 years,Greece,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,1.2,,1.1,,14.3,,50.0,,33.4,,910
2008,Total,From 35 to 44 years,Greece,First and second stage of tertiary education (levels 5 and 6),,,1.7,,0.3,,13.8,,42.2,,42.1,,911
2008,Total,From 35 to 44 years,Greece,All ISCED 1997 levels,0.1,,2.0,,0.8,,14.3,,46.6,,36.2,,912
2008,Total,From 35 to 44 years,Spain,"Pre-primary, primary and lower secondary education (levels 0-2)",0.2,,1.4,,2.3,,8.5,,60.5,,27.2,,913
2008,Total,From 35 to 44 years,Spain,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.3,,2.2,,1.5,,5.8,,57.9,,32.5,,914
2008,Total,From 35 to 44 years,Spain,First and second stage of tertiary education (levels 5 and 6),0.1,,1.9,,1.3,,7.9,,47.9,,40.9,,915
2008,Total,From 35 to 44 years,Spain,All ISCED 1997 levels,0.2,,1.8,,1.8,,7.5,,55.6,,33.2,,916
2008,Total,From 35 to 44 years,Hungary,"Pre-primary, primary and lower secondary education (levels 0-2)",,,1.4,,4.6,,8.2,,65.7,,20.1,,917
2008,Total,From 35 to 44 years,Hungary,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.7,,4.7,,3.3,,8.3,,62.3,,20.7,,918
2008,Total,From 35 to 44 years,Hungary,First and second stage of tertiary education (levels 5 and 6),,,1.8,,1.8,,10.6,,59.1,,26.9,,919
2008,Total,From 35 to 44 years,Hungary,All ISCED 1997 levels,0.4,,3.6,,3.1,,8.9,,61.9,,22.2,,920
2008,Total,From 35 to 44 years,Latvia,"Pre-primary, primary and lower secondary education (levels 0-2)",3.2,,9.8,,9.2,,15.7,,52.8,,9.3,,921
2008,Total,From 35 to 44 years,Latvia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.3,,10.4,,6.8,,15.3,,54.9,,12.4,,922
2008,Total,From 35 to 44 years,Latvia,First and second stage of tertiary education (levels 5 and 6),,,4.5,,1.9,,13.9,,60.7,,19.0,,923
2008,Total,From 35 to 44 years,Latvia,All ISCED 1997 levels,0.6,,8.6,,5.7,,14.9,,56.3,,13.9,,924
2008,Total,From 35 to 44 years,Malta,"Pre-primary, primary and lower secondary education (levels 0-2)",,,,,11.9,Low reliability,4.8,Low reliability,66.7,Low reliability,16.7,Low reliability,925
2008,Total,From 35 to 44 years,Malta,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,4.4,,7.1,,13.2,,57.5,,17.8,,926
2008,Total,From 35 to 44 years,Malta,First and second stage of tertiary education (levels 5 and 6),,,7.4,,1.2,,16.1,,48.2,,27.2,,927
2008,Total,From 35 to 44 years,Malta,All ISCED 1997 levels,,,4.5,,6.6,,12.9,,56.8,,19.3,,928
2008,Total,From 35 to 44 years,Romania,"Pre-primary, primary and lower secondary education (levels 0-2)",0.9,,6.3,,5.0,,16.1,,60.1,,11.8,,929
2008,Total,From 35 to 44 years,Romania,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.2,,5.5,,3.0,,15.5,,60.6,,15.1,,930
2008,Total,From 35 to 44 years,Romania,First and second stage of tertiary education (levels 5 and 6),,,6.1,,1.7,,12.9,,61.0,,18.4,,931
2008,Total,From 35 to 44 years,Romania,All ISCED 1997 levels,0.3,,5.7,,3.1,,15.3,,60.6,,15.1,,932
2008,Total,From 35 to 44 years,Slovenia,"Pre-primary, primary and lower secondary education (levels 0-2)",0.6,,9.7,,2.8,,19.9,,54.1,,13.0,,933
2008,Total,From 35 to 44 years,Slovenia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,7.5,,1.1,,16.9,,59.4,,15.1,,934
2008,Total,From 35 to 44 years,Slovenia,First and second stage of tertiary education (levels 5 and 6),,,5.0,Low reliability,,,11.6,Low reliability,53.0,Low reliability,30.5,Low reliability,935
2008,Total,From 35 to 44 years,Slovenia,All ISCED 1997 levels,0.2,,8.0,,1.7,,17.4,,56.3,,16.3,,936
2008,Total,From 35 to 44 years,Slovakia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.3,,7.9,,2.4,,21.0,,52.3,,16.1,,937
2008,Total,From 35 to 44 years,Slovakia,First and second stage of tertiary education (levels 5 and 6),,,0.6,,0.6,,21.1,,55.4,,22.3,,938
2008,Total,From 35 to 44 years,Slovakia,All ISCED 1997 levels,0.4,,6.3,,2.1,,20.8,,53.1,,17.3,,939
2008,Total,From 45 to 54 years,Belgium,"Pre-primary, primary and lower secondary education (levels 0-2)",3.4,Low reliability,10.5,Low reliability,10.9,Low reliability,14.5,Low reliability,44.1,Low reliability,16.7,Low reliability,940
2008,Total,From 45 to 54 years,Belgium,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,9.1,,7.3,,20.9,,35.2,,27.6,,941
2008,Total,From 45 to 54 years,Belgium,First and second stage of tertiary education (levels 5 and 6),1.9,,14.1,,4.8,,23.5,,22.1,,33.7,,942
